The 1th Row
	      TIME	    NRiter	    LSiter	       FPR	      FOPR	      FOPT	      FGPR	      FGPT	      FWPR	      FWPT
	       DAY	          	          	      PSIA	   STB/DAY	       STB	  MSCF/DAY	      MSCF	   STB/DAY	       STB
	          	          	          	          	          	          	          	          	          	          
	       785	   1500.27	   389.898	   183.137	   359.632	   757.979	   697.882	   194.696	   297.571	   86.2589
	       795	   1500.26	   382.368	   180.097	   345.739	   749.387	   687.366	    192.11	   292.353	   84.7823
	       805	   1500.25	   375.238	   177.137	   332.044	   741.119	   677.176	   189.688	   287.312	   83.3571
	       815	   1500.16	   368.474	   174.263	   318.482	   733.203	    667.38	   187.403	    282.45	    81.982
	       825	    1499.3	   362.342	   171.515	   304.945	   725.822	    658.06	   185.327	   277.825	   80.6694
	       835	   1500.14	    355.92	    168.81	   291.315	   718.548	   649.002	   183.283	   273.263	   79.3884
	       845	   1500.44	   349.206	   166.251	   278.061	   711.822	   636.027	   181.363	   268.918	   78.1523
	       855	   1498.33	   342.894	   164.104	   264.848	   705.613	    623.67	   179.624	   264.817	   77.0008
	       865	   1498.65	   336.065	   162.054	   251.231	   699.457	    614.79	   177.987	   260.845	   75.9278
	       875	   1499.02	    327.22	   160.045	   237.911	   693.416	   607.262	   176.428	    257.04	    74.928
	       885	    1498.8	   320.032	   158.098	   224.137	   687.638	   600.513	   174.952	   253.401	   73.9908
	       895	    1498.5	    313.82	   156.191	   210.072	   682.167	   594.261	   173.559	   249.932	   73.1106
	       900	   1499.59	   310.592	   155.169	     199.6	   679.684	   591.219	   172.849	   248.213	   72.6821
The 4th Row
	      TIME	      WOPR	      WOPR	      WOPR	      WOPR	      WOPR	      WOPR	      WOPR	      WOPR	      WOPR
	       DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY	   STB/DAY
	          	    PROD22	    PROD23	    PROD24	    PROD25	    PROD26	     PROD3	     PROD4	     PROD5	     PROD6
	         1	   1478.72	   1498.56	    1493.2	   1498.93	   1343.44	   1499.25	   1497.75	   1499.31	   1498.69
	         2	   1479.98	   1493.63	   1494.65	   1497.09	   1267.26	   1497.12	   1453.81	   1498.39	   1496.27
	         4	   1500.09	   1500.07	   1499.91	   1500.02	   1121.52	      1500	   1499.82	      1500	   1500.01
	         8	   1499.99	   1493.74	   1499.93	   1500.05	   1022.24	      1500	   1499.56	      1500	   1500.06
	        16	   1500.02	      1500	   1500.01	      1500	   928.737	      1500	      1500	      1500	      1500
	        26	   1500.12	   1426.66	   1500.09	   1499.45	    842.49	   1497.47	   1500.05	    1494.9	      1500
	        36	   1499.44	   1235.23	   1499.45	   1499.99	   767.441	   1499.99	   1499.91	   1499.97	      1500
	        46	   1500.02	    1081.3	      1500	      1500	   700.318	   1499.99	      1500	      1500	      1500
	        50	    1500.1	   1029.15	      1501	   1499.24	   676.135	    1500.6	   1500.34	   1500.07	      1500
	        51	   1500.01	   1017.97	   1500.38	   1500.01	   670.448	   1500.01	   1500.06	   1500.03	      1500
	        53	   1499.91	   996.149	   1500.04	   1499.98	   657.636	   1499.95	   1500.62	   1499.96	   1499.96
	        57	   1499.08	   959.386	   1500.65	   1499.86	   632.676	   1499.57	   1500.29	   1499.86	   1499.93
	        65	   1499.99	   896.469	   1499.99	   1499.99	   586.077	      1500	   1500.02	      1500	   1499.98
	        75	      1500	   830.411	   1499.98	      1500	   531.523	   1500.02	   1499.98	   1499.99	   1499.96
	        85	   1499.88	   770.656	   1500.03	   1499.99	   480.375	      1500	      1500	      1500	      1500
	        95	   1499.98	   716.723	   1500.01	   1500.01	   433.851	   1499.99	   1499.94	   1499.99	   1499.98
	       100	   1503.92	   692.493	   1499.98	      1500	   411.944	      1500	      1500	      1500	      1500
	       101	   1495.67	   687.924	    1500.2	   1500.01	   407.656	      1500	   1500.21	   1500.02	   1500.01
	       103	   1368.52	   678.666	   1500.07	   1499.97	    399.55	    1499.9	   1500.07	   1499.98	   1499.96
	       107	   1241.04	   660.836	   1500.27	   1499.89	   384.143	   1499.67	    1500.2	   1495.75	   1499.85
	       110	   1190.09	   646.918	   1500.49	   1499.95	   373.226	   1499.82	    1500.4	   1500.01	   1499.92
	       111	   1175.52	    642.38	   1500.26	      1500	   369.597	   1499.99	   1500.15	   1500.01	      1500
	       113	   1152.55	   633.378	   1500.15	   1499.97	    362.66	   1499.92	   1500.09	   1499.98	   1499.96
	       115	   1133.24	    624.59	   1500.18	   1499.98	   355.892	   1499.94	   1500.19	   1499.85	   1499.97
	       116	   1124.89	   620.279	   1500.16	      1500	   352.547	   1499.99	   1500.12	   1500.01	   1499.99
	       118	   1110.89	   611.876	   1500.09	   1499.98	   346.065	   1499.93	   1500.12	   1499.98	   1499.96
	       120	   1098.02	   603.743	   1500.17	   1499.98	   339.744	   1499.93	   1500.18	   1499.99	   1499.96
	       121	   1091.76	   599.751	   1500.12	      1500	   336.617	   1499.99	   1500.12	      1500	   1499.99
	       123	   1079.76	   591.915	    1500.1	   1499.98	   330.545	   1499.92	   1500.08	   1499.98	   1499.96
	       125	   1067.93	   584.269	   1500.27	   1499.62	   324.613	   1499.91	   1499.42	   1499.99	   1499.96
	       126	   1062.07	   580.476	   1500.18	      1500	   321.673	   1499.98	   1500.12	      1500	   1499.99
	       128	   1050.23	   572.945	   1500.19	   1499.97	   315.969	    1499.9	   1500.11	   1499.98	   1499.96
	       130	   1038.27	   565.564	    1500.3	   1499.98	    310.39	   1499.93	    1500.2	   1499.99	   1499.96
	       131	   1032.28	   561.952	   1500.17	      1500	    307.62	   1499.98	   1500.11	      1500	   1499.99
	       133	   1020.23	   554.791	   1500.17	   1499.98	   302.241	   1499.94	    1500.1	   1499.98	   1499.96
	       137	   996.026	   540.984	   1499.97	   1499.87	   291.978	   1499.53	   1499.94	   1499.89	   1499.84
	       145	   948.144	   514.943	      1500	      1500	   272.916	      1500	   1500.01	      1500	      1500
	       155	   897.485	   485.226	      1500	      1500	   250.962	   1499.94	      1500	   1499.98	      1500
	       165	   850.047	    458.45	   1500.01	      1500	   230.626	   1499.98	   1500.02	      1500	   1500.03
	       175	   803.656	   434.047	      1500	   1500.01	   211.669	   1500.01	   1499.97	   1500.01	   1460.78
	       185	   759.746	   411.617	      1500	      1500	   194.103	      1500	   1500.16	   1500.02	   1371.35
	       195	   719.583	   390.757	      1500	      1500	    177.86	      1500	   1500.03	      1500	   1285.88
	       200	   700.119	   380.868	   1500.32	   1499.98	   170.069	   1465.41	   1501.48	   1500.03	   1245.48
	       201	   697.215	   378.964	   1500.08	      1500	   168.664	   1455.99	   1500.18	   1500.01	   1237.81
	       203	   689.848	    375.06	   1500.16	   1499.99	   165.918	   1437.64	   1500.19	   1499.99	   1221.88
	       207	   675.762	   367.455	   1499.98	   1499.98	    160.54	   1399.78	   1500.44	   1499.95	   1191.27
	       215	    649.84	   352.957	   1499.99	      1500	   150.273	   1338.63	      1500	      1500	   1133.63
	       225	   620.317	   336.583	   1500.68	   1496.99	   138.262	   1264.41	   1501.23	   1499.44	   1066.24
	       235	   594.015	   319.853	   1499.99	   1500.04	   128.162	    1195.8	   1500.02	   1500.05	   1004.25
	       245	   570.141	   304.443	   1500.01	      1500	   119.295	   1131.69	   1500.01	      1500	   945.626
	       255	   547.977	   289.726	   1500.02	   1499.97	   111.193	   1071.38	   1500.02	      1500	   893.666
	       265	   527.428	   275.585	      1500	   1499.99	   104.536	   1018.07	   1500.01	      1500	   845.701
	       275	   508.299	   262.104	   1499.98	   1479.49	   98.2219	    965.86	   1500.03	   1499.92	   800.135
	       285	   490.544	   249.522	      1500	   1431.61	   93.2093	   914.389	   1500.05	      1500	   756.711
	       295	   474.136	   237.819	      1500	      1387	   89.3414	   863.813	   1499.99	      1500	   715.111
	       300	   466.322	   232.326	    1500.4	   1365.76	   87.3816	   839.396	   1499.77	   1478.19	   695.234
	       301	       100	       100	       100	   100.006	   86.9842	       100	       100	   100.001	       100
	     302.5	   100.042	       100	    101.44	   100.008	   86.3998	   100.003	   100.066	   100.053	   100.003
	       305	   111.681	   99.9717	   148.804	   100.767	   85.4886	   100.059	     112.1	   101.201	   100.094
	       306	   99.3822	   100.016	    101.24	   100.328	   85.1292	   100.026	   104.651	    100.72	   100.033
	       308	   99.9529	   100.213	   99.7693	   99.5274	   84.4791	   100.004	   103.336	   100.247	   99.8376
	       310	   100.059	   99.9907	   100.064	   100.149	   83.8753	   100.009	   103.315	   100.567	   100.038
	       311	   100.028	    99.999	   100.063	   100.148	   83.5719	   100.018	   101.771	   100.303	   100.021
	       313	    100.01	   99.9976	   99.9501	   100.063	   83.0557	   100.002	   100.981	    100.19	   100.001
	       315	   100.027	   99.9984	   100.027	    100.03	   82.5719	   99.9069	   101.646	   100.314	    100.02
	       316	   100.014	   99.9995	   100.007	   99.9994	   82.3169	   100.018	   101.091	   100.139	   100.013
	       318	    99.998	   99.9989	   99.9488	   100.009	   81.9251	   99.9329	   100.638	   100.089	   99.9999
	       320	   100.011	   99.9993	   99.9982	   100.004	   81.5379	   100.007	   101.166	    100.16	   100.017
	       321	   100.007	   99.9997	   99.9941	   99.9999	   81.3247	   100.008	   100.616	   100.065	    100.01
	       323	   100.005	       100	   100.021	   100.007	   81.0366	   100.056	   101.134	   100.086	   100.017
	       327	       100	       100	       100	       100	   80.5559	       100	       100	   99.9999	       100
	       331	       100	       100	       100	       100	   80.0671	       100	       100	       100	       100
	       334	       100	       100	   99.9986	       100	   79.6769	       100	       100	       100	       100
	       340	       100	       100	       100	       100	   79.0843	       100	       100	       100	       100
	       349	   99.9987	       100	   100.005	   100.001	   78.1021	       100	   100.005	   99.9999	       100
	       359	   99.8682	   100.012	   97.4985	    99.903	   76.8101	    100.13	   100.793	   99.9668	   100.165
	       360	       100	       100	   99.9026	   100.008	   76.1001	   100.027	   100.039	       100	   100.027
	     360.5	   725.455	   224.424	      1500	   2971.85	   75.9136	      1500	      1500	      1500	   1473.27
	       361	   687.461	    228.79	   1504.69	      1529	   75.8294	   1499.19	   1508.89	    1501.9	   1400.66
	       362	   638.961	   226.824	   1499.98	      1500	   75.7295	      1500	   1500.01	   1499.99	   1260.35
	       363	   670.745	   227.068	   1500.01	   1499.99	   75.5779	      1500	      1500	      1500	   1194.29
	       364	   706.365	   228.201	   1504.16	   1499.66	   75.4125	   1498.68	   1503.26	   1499.56	   1162.13
	       366	   706.675	   229.919	   1497.61	   1498.42	    75.133	   1472.16	   1502.92	   1498.35	   1133.11
	       367	   699.385	   230.569	   1520.16	   1499.63	   74.8672	   1443.29	   1502.55	   1500.58	   1120.36
	       369	   693.484	   230.762	   1499.98	   1500.01	   74.5333	   1386.58	      1500	      1500	   1098.52
	       370	   688.226	    230.82	   1502.05	   1499.58	   74.2495	   1359.32	   1501.37	   1499.78	   1086.39
	       371	   683.414	   235.921	   1500.61	   1499.54	    74.024	   1332.51	   1500.49	   1498.93	   1073.64
	       373	   672.269	    243.04	   1500.63	   1498.55	   73.6328	   1282.51	    1500.5	   1498.87	   1046.74
	       377	   653.356	   242.789	      1500	      1500	   72.6993	   1196.59	      1500	      1500	   993.474
	       385	   618.697	   229.347	      1500	      1500	   70.6258	   1060.06	      1500	      1500	   897.963
	       395	   578.496	   210.869	      1500	   1414.97	   67.6989	   933.361	      1500	      1500	   797.565
	       405	    542.17	   198.474	   1499.97	   1340.28	    64.614	   840.567	   1500.01	   1405.06	   716.032
	       415	   509.438	   188.951	   1499.99	   1281.94	   61.4818	   766.751	   1499.99	   1284.36	   651.306
	       420	   494.186	   184.278	   1501.77	   1255.14	   60.1467	   734.037	    1500.9	   1230.63	   623.113
	       421	   491.328	   183.376	   1500.18	   1249.95	   60.0865	    727.51	   1500.12	   1220.33	   617.781
	       423	   485.356	   181.503	    1500.1	   1239.64	    59.426	   715.108	   1500.01	   1200.24	   606.977
	       427	   473.837	   177.805	   1500.21	   1219.82	   58.0354	   691.949	   1499.99	   1162.51	   586.772
	       435	   452.221	   170.774	   1500.82	    1182.4	   55.2711	   650.056	   1500.13	   1095.24	   551.014
	       445	   427.559	   162.691	    1497.9	   1138.39	   52.3687	   603.242	   1498.93	   1017.91	   516.363
	       455	   404.751	   155.364	   1502.34	    1096.6	   49.6467	   562.832	   1505.82	   952.705	   483.423
	       465	   384.216	   148.663	      1500	   1057.92	   46.9631	   527.097	   1503.26	   894.038	   456.739
	       475	   365.493	   142.483	   1500.85	   1019.87	   44.3239	   495.213	   1506.02	   841.731	   431.451
	       480	    356.67	   139.564	   1501.14	   1001.78	   43.0547	   480.344	   1501.49	   816.999	   419.089
	       481	   354.965	   139.016	   1500.12	   998.227	   42.8337	   477.427	   1500.12	   812.181	   416.844
	       483	   351.496	   137.864	   1500.17	   991.009	   42.3061	   471.622	   1396.01	   802.555	   412.086
	       487	   344.898	   135.607	   1500.25	   976.879	   41.2819	    458.71	   1484.18	   776.933	   402.007
	       495	   332.642	   131.265	   1500.45	   949.158	   39.2585	   434.724	   1500.02	   733.664	   382.649
	       505	   318.553	   125.879	   1497.17	   914.682	   36.9648	   407.995	   1498.08	   687.327	   360.785
	       515	   305.524	   121.068	   1500.18	   881.799	   34.7315	   383.773	   1499.43	   645.785	   340.926
	       525	   293.602	   116.232	   1500.61	   850.518	   32.5888	   361.796	   1500.12	   608.304	   323.085
	       535	   282.212	   111.654	   1500.57	   819.868	   30.8295	   342.012	   1500.16	   574.704	   307.462
	       540	   276.773	   109.395	   1500.59	   805.667	   29.9836	    332.64	   1499.85	   558.801	   300.018
	       541	   275.709	   109.032	   1499.77	   802.705	   29.8109	   330.802	   1499.82	    555.69	   298.544
	       543	   273.572	   108.134	   1500.12	   796.767	    29.486	   327.187	   1499.98	   549.538	   295.687
	       547	    269.41	   106.367	   1500.36	   785.109	   28.8485	   320.234	   1499.96	   537.743	   290.173
	       555	   261.495	   102.904	   1500.26	   763.056	   27.6285	   307.373	   1500.08	   515.957	   279.957
	       565	   252.279	   98.7081	    1500.6	   735.941	   26.1844	   292.687	   1500.11	   490.969	   268.344
	       575	   243.349	   94.6517	    1500.8	   710.601	   24.8138	   279.161	   1500.11	   467.771	   257.136
	       585	   234.935	   90.8544	   1499.56	   686.124	   23.5157	   266.632	    1500.1	   446.164	   246.877
	       595	   226.947	    87.325	   1500.86	   662.729	   22.1983	   254.971	   1493.57	   425.897	   237.409
	       600	   223.077	   85.5862	   1500.63	   651.378	   21.6748	   249.089	   1501.15	   415.023	   232.679
	       601	   222.331	    85.248	   1499.77	   649.211	   21.5225	   247.919	   1499.84	   412.842	   231.717
	       603	   220.818	   84.5661	   1500.12	   644.718	   21.2918	   245.598	   1499.97	   408.591	   229.886
	       607	   217.831	    83.235	   1500.39	   635.805	   20.8412	   241.097	   1499.78	   400.484	   226.318
	       615	   212.055	   80.6616	   1503.75	   618.503	   19.9695	   232.598	   1502.01	   385.246	   219.599
	       625	   205.215	    77.587	   1500.75	   597.707	   18.9162	   222.725	   1499.85	   366.705	   211.825
	       635	   198.623	   74.6833	   1497.66	   577.652	   17.8889	   214.004	   1480.33	   352.897	   204.689
	       645	   192.113	   71.8629	   1500.77	   557.552	   16.9048	   207.135	   1431.39	   342.908	   198.877
	       655	   185.752	   69.1257	   1500.43	   537.812	   15.9706	   201.393	   1390.11	   335.193	   193.961
	       660	   182.615	   67.7846	   1500.36	   528.108	   15.5128	   198.748	   1372.91	   331.693	   191.287
	       661	   181.981	    67.519	   1499.74	   526.224	   15.4037	   198.215	   1367.72	    330.91	   190.699
	       663	   180.746	   66.9901	    1499.1	   522.505	   15.2427	   197.196	   1361.36	   329.546	   189.648
	       667	    178.32	    65.939	   1500.26	   514.967	   14.9292	   195.225	   1348.39	    326.85	   187.533
	       675	   175.632	   63.8553	   1500.34	   500.438	   14.3395	   191.584	   1323.47	   321.864	    182.85
	       685	   170.963	   61.2786	   1500.85	   481.954	   13.6451	     187.4	      1294	   316.127	   173.433
	       695	   166.362	    58.759	   1499.31	   464.086	    12.993	   183.519	   1266.58	    310.91	   165.724
	       705	   161.765	    56.279	   1499.73	   447.287	   12.3932	   180.031	   1241.15	   306.154	   159.127
	       715	   157.256	   53.8547	    1499.9	   431.088	   11.8249	   176.819	   1217.88	   301.876	   153.761
	       720	   155.031	    52.699	   1499.89	   423.889	   11.5356	   175.221	   1206.04	   299.735	   150.794
	       721	    154.58	   52.4688	   1499.77	   422.294	   11.4638	   174.899	   1203.25	    299.28	    150.25
	       723	   153.714	   52.0105	   1499.25	   419.333	   11.3638	   174.293	   1199.12	   298.515	   149.213
	       727	   152.047	   51.1003	   1499.97	    413.34	    11.169	   173.092	   1190.65	   296.935	   147.198
	       735	   148.823	   49.2912	   1499.41	   401.992	    10.798	    170.85	   1174.93	   294.013	   143.518
	       745	   144.926	   47.0697	   1499.74	   388.085	   10.3581	   168.181	   1156.35	   290.512	   139.292
	       755	   141.154	   44.8838	   1500.04	   374.785	   9.93788	   165.686	   1139.51	   287.293	    135.36
	       765	   137.416	   42.7388	   1500.05	   362.096	   9.54501	   163.384	   1113.27	   284.348	   124.441
	       775	    133.94	   40.6369	   1499.93	   349.951	   9.17259	   161.265	   1095.44	   281.723	   113.893
	       785	   130.611	   38.6128	   1500.01	   338.281	   8.81866	   159.318	    1080.2	   279.351	   105.587
	       795	   127.409	   36.6276	   1502.53	   327.053	   8.48491	   157.513	   1068.24	   277.198	   98.5649
	       805	   124.322	   34.7108	   1499.85	   316.176	   8.17176	   155.838	    1057.5	   275.226	   92.4895
	       815	   121.326	   32.7922	   1499.92	   305.473	   7.87614	   154.284	   1047.74	   273.423	   87.3594
	       825	   118.441	   31.0341	   1498.63	   295.367	   7.59931	     152.9	   1039.02	   271.851	   83.0705
	       835	   115.629	   29.3804	    1499.9	   285.161	   7.33553	   151.549	   1030.68	   270.363	   79.5707
	       845	   112.876	   27.8317	   1499.97	   275.233	   7.08164	   150.291	   1022.99	   269.021	   76.8057
	       855	   110.336	   26.4186	   1466.61	   268.534	   6.84556	   149.183	   1016.11	   267.888	    74.581
	       865	   108.012	   25.1161	   1434.98	   263.644	   6.62358	   148.153	   1009.98	   266.872	   72.8228
	       875	   105.869	   23.9047	    1408.4	   259.638	   6.41475	   147.178	   1003.83	   265.905	   71.5088
	       885	   103.872	   22.7719	   1385.18	   256.181	   6.21827	   146.278	   998.006	   265.077	   70.4445
	       895	    102.03	   21.7109	    1351.9	   253.161	   6.03377	    145.45	   992.447	   264.359	   69.5459
	       900	   101.117	   21.1893	   1338.04	   251.711	   5.93005	   145.029	   989.546	   263.971	   69.0377
The 5th Row
	      TIME	      WOPR	      WOPR	      WOPR	      WOPT	      WOPT	      WOPT	      WOPT	      WOPT	      WOPT
	       DAY	   STB/DAY	   STB/DAY	   STB/DAY	       STB	       STB	       STB	       STB	       STB	       STB
	          	     PROD7	     PROD8	     PROD9	     INJE1	    PROD10	    PROD11	    PROD12	    PROD13	    PROD14
	         1	    1499.6	   1499.53	   1498.83	         0	    1499.2	   1498.26	   1481.52	   1499.28	   1496.22
	         2	   1499.03	   1499.62	   1498.48	         0	   2998.04	   2989.78	   2964.34	   2994.57	   2998.14
	         4	      1500	   1499.79	      1500	         0	   5997.97	    5989.9	   5964.04	   5994.59	   5999.74
	         8	   1500.01	   1499.91	   1500.03	         0	   11998.2	   11990.8	   11964.3	   11994.8	   11999.4
	        16	      1500	      1500	      1500	         0	   23998.2	   23991.1	   23964.2	   23994.8	   23999.4
	        26	   1500.02	   1500.08	   1499.74	         0	   38998.8	   38991.1	   38962.2	   38994.9	   38999.7
	        36	   1496.18	   1498.01	   1498.97	         0	   53956.7	     53991	   53961.3	   53994.9	   54000.3
	        46	      1500	      1500	      1500	         0	   68956.7	     68991	   68961.3	   68994.9	   69000.4
	        50	   1499.99	   1500.01	   1498.95	         0	   74957.6	   74990.9	   74962.1	     74998	   75017.5
	        51	      1500	   1499.98	      1500	         0	   76457.7	   76490.9	   76462.1	     76498	   76519.9
	        53	      1500	    1500.1	    1499.7	         0	   79457.7	     79491	   79462.2	   79498.1	   79525.6
	        57	      1500	   1500.07	   1499.99	         0	   85446.4	   85491.6	   85446.9	   85498.5	   85552.4
	        65	   1499.89	   1499.96	      1500	         0	   97446.1	   97491.3	   97446.4	   97498.4	   97552.1
	        75	   1499.99	   1499.93	   1499.98	         0	    112446	    112491	    112446	    112498	    112553
	        85	      1500	      1500	      1500	         0	    127446	    127491	    127446	    127498	    127552
	        95	   1500.01	   1500.02	   1499.97	         0	    142446	    142491	    142445	    142496	    142550
	       100	      1500	      1500	      1500	         0	    149946	    149991	    149945	    149996	    150051
	       101	   1499.99	   1500.07	   1500.01	         0	    151446	    151491	    151445	    151496	    151552
	       103	   1499.93	   1499.97	   1499.98	         0	    154446	    154491	    154445	    154496	    154553
	       107	   1499.68	   1499.84	   1499.94	         0	    160446	    160490	    160444	    160496	    160556
	       110	   1499.81	   1499.97	   1499.98	         0	    164946	    164990	    164929	    164996	    165061
	       111	   1499.98	   1500.01	      1500	         0	    166446	    166490	    166429	    166496	    166561
	       113	   1499.91	   1499.96	   1499.99	         0	    169446	    169490	    169429	    169494	    169562
	       115	   1499.92	   1500.01	   1499.84	         0	    172446	    172490	    172429	    172494	    172563
	       116	   1499.98	   1500.02	      1500	         0	    173946	    173990	    173928	    173994	    174064
	       118	   1499.91	      1500	   1499.98	         0	    176946	    176990	    176928	    176994	    177064
	       120	   1499.91	   1499.99	   1499.83	         0	    179945	    179990	    179928	    179994	    180065
	       121	   1499.98	   1500.02	      1500	         0	    181445	    181490	    181428	    181494	    181566
	       123	   1499.92	   1499.98	   1499.98	         0	    184445	    184490	    184428	    184494	    184566
	       125	   1499.91	   1499.97	   1499.99	         0	    187444	    187490	    187428	    187494	    187567
	       126	   1499.98	   1500.02	      1500	         0	    188944	    188990	    188928	    188994	    189068
	       128	    1499.9	   1499.94	   1499.98	         0	    191944	    191990	    191928	    191994	    192063
	       130	   1499.91	   1499.97	   1499.99	         0	    194944	    194990	    194928	    194994	    195063
	       131	   1499.98	   1500.01	      1500	         0	    196444	    196490	    196428	    196494	    196564
	       133	   1499.92	   1498.02	   1499.98	         0	    199444	    199490	    199428	    199494	    199564
	       137	    1496.2	    1499.5	    1499.9	         0	    205443	    205489	    205426	    205491	    205564
	       145	      1500	   1500.01	      1500	         0	    217443	    217489	    217164	    217491	    217563
	       155	      1500	   1500.01	      1500	         0	    232443	    232489	    230829	    232491	    232565
	       165	      1500	   1499.99	   1500.03	         0	    247443	    247489	    243551	    247491	    247565
	       175	   1500.01	   1500.03	   1499.97	         0	    262443	    261973	    255398	    262491	    262565
	       185	   1499.99	   1500.02	   1454.48	         0	    277444	    275468	    266245	    277490	    277566
	       195	   1500.01	   1500.01	   1343.46	         0	    292444	    288074	    276245	    292490	    292566
	       200	   1499.39	   1500.18	   1290.15	         0	    299945	    294176	    281058	    299987	    300070
	       201	   1499.98	   1500.01	   1279.79	         0	    301445	    295388	    282013	    301487	    301570
	       203	   1499.96	   1499.98	   1259.21	         0	    304444	    297780	    283891	    304487	    304571
	       207	   1499.69	   1499.93	   1220.06	         0	    310444	    302443	    287537	    310485	    310571
	       215	   1500.01	   1500.05	    1149.7	         0	    322444	    311324	    294408	    322485	    322571
	       225	   1499.77	   1500.22	   1070.65	         0	    337478	    321224	    302423	    337472	    337579
	       235	   1499.99	   1500.02	   999.629	         0	    352478	    330038	    309869	    352471	    352579
	       245	      1500	   1500.01	   935.186	         0	    367478	    338048	    316432	    367471	    367579
	       255	      1500	   1499.99	   877.397	         0	    382478	    345356	    322115	    381891	    382579
	       265	   1500.01	   1499.99	   824.908	         0	    397478	    352059	    327278	    395663	    397579
	       275	   1500.01	   1500.07	    776.47	         0	    412478	    358237	    332100	    408851	    412579
	       285	   1500.09	   1500.07	   731.487	         0	    427478	    363952	    336640	    421500	    427579
	       295	   1500.03	   1500.09	   689.508	         0	    442478	    369257	    340923	    433642	    442579
	       300	   1499.91	   1499.74	   666.823	         0	    449977	    371815	    343003	    439589	    450083
	       301	   99.9993	       100	       100	         0	    450077	    371915	    343103	    439689	    450183
	     302.5	   100.002	   100.001	       100	         0	    450227	    372065	    343253	    439839	    450333
	       305	   100.063	   99.6406	   100.044	         0	    450483	    372315	    343503	    440088	    450589
	       306	   100.009	   100.026	    100.02	         0	    450584	    372415	    343603	    440188	    450688
	       308	    99.998	   100.008	   99.9978	         0	    450786	    372615	    343803	    440388	    450888
	       310	   99.9959	   100.004	       100	         0	    450989	    372815	    344003	    440588	    451087
	       311	       100	   100.023	       100	         0	    451090	    372915	    344103	    440688	    451187
	       313	   99.9969	   99.9973	   99.9986	         0	    451291	    373115	    344303	    440888	    451387
	       315	   99.9995	   100.004	   99.9992	         0	    451493	    373315	    344503	    441088	    451586
	       316	   99.9981	   100.034	       100	         0	    451593	    373415	    344603	    441188	    451686
	       318	   99.9983	   99.9454	   99.9962	         0	    451794	    373615	    344803	    441388	    451887
	       320	   100.004	   100.017	    99.999	         0	    451996	    373815	    345003	    441588	    452088
	       321	   99.9968	   100.027	   99.9998	         0	    452096	    373915	    345103	    441688	    452189
	       323	   100.018	   100.167	   100.006	         0	    452297	    374115	    345303	    441888	    452390
	       327	       100	   99.9999	       100	         0	    452697	    374515	    345703	    442288	    452790
	       331	       100	       100	       100	         0	    453097	    374915	    346103	    442688	    453190
	       334	       100	       100	       100	         0	    453397	    375215	    346403	    442988	    453491
	       340	       100	       100	       100	         0	    453997	    375815	    347003	    443588	    454091
	       349	       100	   100.001	       100	         0	    454897	    376715	    347903	    444488	    454985
	       359	   99.9969	   100.987	   99.9969	         0	    455908	    377715	    348909	    445488	    455967
	       360	   99.9996	   100.114	   100.003	         0	    456009	    377815	    349009	    445588	    456067
	     360.5	      1500	      1500	   943.962	         0	    456759	    378220	    349481	    446338	    456817
	       361	   1499.53	   1500.54	   938.083	         0	    457526	    378630	    349938	    447087	    457547
	       362	      1500	      1500	   876.858	         0	    459026	    379411	    350792	    448587	    459046
	       363	      1500	      1500	   849.737	         0	    460526	    380183	    351618	    450087	    460546
	       364	   1500.03	   1499.96	   839.874	         0	    462027	    380958	    352426	    451587	    462048
	       366	   1499.76	   1499.96	   835.463	         0	    465026	    382516	    353968	    454588	    465055
	       367	   1499.92	   1499.97	   832.911	         0	    466527	    383294	    354721	    456088	    466558
	       369	      1500	      1500	   824.805	         0	    469527	    384832	    356168	    459088	    469558
	       370	   1499.87	   1499.96	   819.819	         0	    471027	    385595	    356877	    460588	    471060
	       371	   1499.85	   1499.92	   813.854	         0	    472527	    386352	    357573	    462088	    472560
	       373	   1495.02	   1499.56	   799.735	         0	    475526	    387833	    358917	    465089	    475562
	       377	   1499.99	      1500	   770.008	         0	    481526	    390658	    361460	    471089	    481562
	       385	      1500	   1500.02	   711.901	         0	    493526	    395782	    366158	    483089	    493562
	       395	      1500	      1500	    645.38	         0	    508526	    401444	    371559	    497316	    508561
	       405	   1475.44	   1499.56	   583.245	         0	    523526	    406474	    376533	    510565	    523558
	       415	   1374.37	   1499.65	   527.377	         0	    538526	    410966	    381098	    522999	    538557
	       420	   1328.49	   1509.17	   501.726	         0	    546026	    413091	    383284	    529020	    546068
	       421	   1319.39	   1500.04	   496.999	         0	    547526	    413511	    383717	    530218	    547568
	       423	   1302.12	   1499.97	   487.138	         0	    550526	    414333	    384568	    532582	    550568
	       427	   1269.08	   1499.76	   468.321	         0	    556526	    415908	    386210	    537187	    556568
	       435	   1208.11	   1500.89	   433.983	         0	    568529	    418803	    389255	    545934	    568574
	       445	   1138.75	   1501.57	   396.175	         0	    583534	    422077	    392712	    556197	    583586
	       455	   1075.14	   1501.16	   363.742	         0	    598480	    425046	    395841	    565837	    598667
	       465	   1015.32	      1500	   335.852	         0	    613480	    427737	    398688	    574886	    613667
