	      Time	     dPmax	     dVmax	     dSmax	     dNmax	     CFL
	   729.691	  0.971376	4.70878e-05	0.000534043	  0.256409	  0.973554
	   729.912	  0.531193	4.90793e-05	0.000292116	  0.138823	  0.532502
	   730.135	  0.533493	5.07551e-05	0.000293537	  0.129742	  0.535047
	   730.365	   0.55115	5.55869e-05	0.000303434	  0.124831	  0.553007
	   730.602	  0.568442	6.08587e-05	0.000313148	  0.120225	   0.57063
	   730.846	  0.584897	6.85772e-05	0.000322411	  0.115809	  0.587437
	   731.097	  0.600529	7.62748e-05	0.000331229	   0.11158	  0.603439
	   731.354	  0.615366	8.47593e-05	0.000339617	  0.107534	  0.618666
	   731.618	  0.629426	8.12623e-05	0.000347592	  0.103666	  0.633148
	   731.887	  0.642772	8.06647e-05	0.000355171	 0.0999729	  0.646917
	   732.161	  0.655354	8.0159e-05	0.000362336	  0.096439	  0.659939
	   732.437	  0.659419	7.78823e-05	0.000364793	 0.0920746	  0.664397
	   732.714	  0.660542	7.63325e-05	0.000365621	 0.0877278	  0.665897
	   732.991	  0.660674	7.52391e-05	0.000365895	 0.0836411	  0.666399
	   733.268	  0.660474	7.44928e-05	0.000365981	 0.0798611	  0.666567
	   733.545	  0.660162	7.39491e-05	0.000366001	 0.0763761	  0.666623
	   733.822	  0.659814	7.35504e-05	0.000365995	   0.07316	  0.666642
	   734.099	  0.659453	7.32544e-05	0.000365979	 0.0701853	  0.666648
	   734.377	  0.659087	7.30327e-05	0.000365955	 0.0674268	   0.66665
	   734.654	   0.65872	7.28646e-05	0.000365143	  0.995249	   0.66665
	   734.754	  0.501407	9.02348e-05	0.00013141	  0.443955	  0.240582
	   734.854	  0.237621	0.00014553	0.000131282	  0.347314	  0.240586
	   734.954	  0.237576	0.000195236	0.000131159	  0.288153	  0.240588
	   735.058	  0.247291	0.000249217	0.000136427	  0.255159	  0.250482
	    735.18	  0.677806	0.000219068	0.000160248	  0.253054	  0.294501
	   735.325	   0.34453	0.000187627	0.000189766	  0.253925	   0.34914
	   735.497	  0.406899	0.000156113	0.000223897	   0.25492	  0.412496
	   735.699	  0.478655	0.000126198	0.000263066	  0.255745	  0.485445
	   735.935	  0.561222	9.63218e-05	0.000307994	  0.256389	  0.569447
	   736.212	  0.656298	7.77354e-05	0.000359563	  0.256878	  0.666301
	   736.536	  0.765964	6.4628e-05	0.000418795	  0.257237	  0.778138
	   736.913	  0.892509	4.03111e-05	0.00048688	  0.257499	  0.907484
	   737.126	  0.505305	4.09946e-05	0.000274689	  0.144378	  0.513928
	   737.341	  0.507522	4.16421e-05	0.000275437	   0.13511	  0.516414
	   737.563	  0.524718	4.54035e-05	0.000284303	  0.130234	  0.534157
	   737.792	  0.541657	5.19695e-05	0.000292979	  0.125689	  0.551655
	   738.029	  0.557777	5.77644e-05	0.000301164	  0.121334	  0.568347
	   738.271	  0.573082	6.5741e-05	0.000308861	  0.117162	  0.584234
	    738.52	  0.587602	7.30909e-05	0.000316087	   0.11317	  0.599343
	   738.775	  0.601371	7.90636e-05	0.000322862	  0.109354	  0.613708
	   739.036	  0.614419	8.57179e-05	0.000329205	  0.105709	   0.62736
	   739.302	  0.626767	8.09499e-05	0.000335138	  0.102228	  0.640333
	   739.574	  0.638482	7.8214e-05	0.00034068	 0.0989059	  0.652662
	   739.849	  0.647192	8.76716e-05	0.00034457	 0.0954152	   0.66192
	   740.125	  0.649892	9.48689e-05	0.000345249	 0.0914238	  0.665062
	   740.402	  0.650551	0.000100184	0.000344834	 0.0875118	  0.666119
	   740.679	  0.650522	0.000104056	0.000344052	 0.0838391	  0.666473
	   740.956	  0.650263	0.000106861	0.000343149	 0.0804322	  0.666592
	   741.233	  0.649927	0.000108882	0.000342205	 0.0772784	  0.666632
	    741.51	  0.649565	0.000110333	0.000341249	 0.0743553	  0.666645
	   741.787	  0.649195	0.000111371	0.00034029	 0.0716403	   0.66665
	   742.064	  0.648822	0.000112111	0.000339331	 0.0691124	  0.666651
	   742.341	  0.648448	0.000112649	0.000338369	  0.982471	  0.666652
	   742.441	  0.501988	9.38201e-05	0.00012181	  0.440704	  0.240676
	   742.541	  0.233995	0.000123173	0.000121683	   0.34491	   0.24068
	   742.641	   0.23395	0.000175375	0.00012156	  0.286031	  0.240682
	   742.746	  0.245322	0.000233362	0.000127372	  0.254464	  0.252439
	   742.869	   0.68343	0.000204885	0.00015001	  0.252432	  0.297613
	   743.016	  0.343559	0.000174774	0.000178069	  0.253189	    0.3537
	    743.19	  0.406927	0.00014434	0.000210698	  0.254017	  0.419099
	   743.396	  0.480378	0.000116474	0.000248431	   0.25465	  0.494968
	   743.638	  0.565647	8.82486e-05	0.000292105	  0.255081	  0.583114
	   743.923	  0.664865	7.02316e-05	0.000342761	  0.255334	  0.685791
	   744.258	   0.78059	8.40739e-05	0.000401643	  0.255439	  0.805745
	   744.651	  0.915894	5.10257e-05	0.000471101	  0.944575	  0.946304
	   744.776	  0.290892	4.56923e-05	0.000149989	  0.648165	  0.300575
	   744.876	  0.496117	9.10982e-05	0.000120213	  0.396028	  0.240716
	   744.976	  0.232845	0.000146475	0.000120284	  0.315849	   0.24072
	   745.076	  0.232799	0.000196256	0.000120356	  0.264969	  0.240724
	   745.189	  0.585224	0.000174296	0.000136345	  0.252001	  0.272551
	   745.324	   0.31364	0.000151386	0.000162441	  0.252024	  0.324469
	   745.485	  0.373215	0.000127096	0.000193541	  0.253087	  0.386243
	   745.675	  0.442213	0.000104465	0.000229662	  0.254038	  0.457844
	   745.899	   0.52197	8.09993e-05	0.000271573	  0.254769	  0.540685
	   746.164	  0.614299	5.95692e-05	0.000320255	  0.255292	  0.636679
	   746.475	  0.721385	6.26267e-05	0.000376993	  0.255633	  0.748176
	   746.839	  0.845916	5.81829e-05	0.000443018	  0.255815	  0.878039
	    747.05	  0.488554	4.44879e-05	0.00025664	   0.14495	  0.507334
	   747.263	  0.493015	3.41307e-05	0.000259405	   0.13563	  0.512205
	   747.483	  0.511024	3.88389e-05	0.000269335	  0.130491	  0.531167
	   747.712	  0.528674	4.48682e-05	0.000279123	  0.125668	  0.549785
	   747.947	  0.545496	5.17115e-05	0.000288517	  0.121036	  0.567563
	    748.19	  0.561479	6.05747e-05	0.000297517	  0.116594	  0.584504
	    748.44	  0.576655	6.89152e-05	0.000306137	  0.112341	  0.600629
	   748.695	  0.591049	7.56963e-05	0.000314386	  0.108273	  0.615966
	   748.957	  0.604691	8.30318e-05	0.000322273	  0.104387	  0.630544
	   749.225	  0.617613	8.9891e-05	0.000329821	  0.100678	  0.644395
	   749.498	  0.629849	9.62877e-05	0.00033704	 0.0971393	  0.657551
	   749.773	  0.635257	0.000100262	0.000340629	 0.0929472	  0.663597
	    750.05	  0.636823	0.000103339	0.000342169	 0.0886214	  0.665638
	   750.327	   0.63709	0.000105647	0.000343011	 0.0845127	  0.666321
	   750.603	   0.63692	0.000107327	0.000343617	 0.0807022	  0.666549
	    750.88	  0.636606	0.000108607	0.000344142	 0.0771882	  0.666625
	   751.157	  0.636243	0.000109651	0.000344636	 0.0739472	   0.66665
	   751.434	  0.635865	0.000110394	0.000345118	  0.070952	  0.666658
	    751.71	  0.635481	0.000110919	0.000345593	 0.0681767	   0.66666
	   751.987	  0.635096	0.000111274	0.000346063	 0.0655988	   0.66666
	   752.264	  0.634711	0.000111518	0.000346527	 0.0631982	   0.66666
	   752.541	  0.634326	0.000111683	0.000346987	 0.0609574	   0.66666
	   752.817	  0.633941	0.000111803	0.000347442	 0.0588613	   0.66666
	   753.094	  0.633556	0.000111881	0.000347893	 0.0568964	   0.66666
	   753.371	  0.633171	0.000111925	0.000348339	  0.055051	   0.66666
	   753.648	  0.632785	0.000111944	0.000348781	 0.0533145	  0.666659
	   753.924	    0.6324	0.000111945	0.000349218	 0.0516778	  0.666659
	   754.201	  0.632015	0.000111926	0.00034965	 0.0501325	  0.666659
	   754.478	   0.63163	0.000111902	0.000350079	 0.0486714	  0.666659
	   754.755	  0.631244	0.000111873	0.000350503	 0.0472877	  0.666659
	   755.031	  0.630858	0.000111838	0.000350922	 0.0459756	  0.666659
	   755.308	  0.630472	0.000111803	0.000351338	 0.0447297	  0.666659
	   755.585	  0.630087	0.000111765	0.000351749	 0.0435452	  0.666659
	   755.861	    0.6297	0.000111725	0.000352157	 0.0424178	  0.666659
	   756.138	  0.629314	0.000111683	0.00035256	 0.0413434	  0.666659
	   756.415	   0.59944	0.000111639	0.00035296	 0.0403185	  0.666659
	   756.691	  0.600128	0.000111595	0.000353356	 0.0393398	  0.666659
	   756.968	  0.600811	0.00011155	0.000353748	 0.0384042	  0.666659
	   757.245	  0.601489	0.000111504	0.000354136	 0.0375091	  0.666659
	   757.521	  0.602163	0.000111514	0.000354521	 0.0366519	   0.66666
	   757.798	  0.602831	0.000111508	0.000354903	 0.0358303	   0.66666
	   758.075	  0.603494	0.000111489	0.000355282	 0.0350421	   0.66666
	   758.351	  0.604152	0.00011189	0.000355643	 0.0342855	   0.66666
	   758.628	  0.604805	0.000112168	0.000355991	 0.0335585	   0.66666
	   758.904	  0.605452	0.000112356	0.00035637	 0.0328595	   0.66666
	   759.181	  0.606094	0.000112479	0.000356775	  0.032187	  0.666659
	   759.458	  0.606731	0.000112555	0.000357201	 0.0315394	  0.666658
	   759.734	  0.607364	0.000112598	0.000357644	 0.0309156	  0.666656
	   760.011	  0.607992	0.000112616	0.000358103	 0.0303142	  0.666655
	   760.287	  0.608616	0.000112629	0.000358574	 0.0297341	  0.666654
	   760.564	  0.609234	0.000112626	0.000359057	 0.0291742	  0.666654
	    760.84	  0.609848	0.000112612	0.00035955	 0.0286334	  0.666653
	   761.117	  0.610456	0.00011259	0.00036005	 0.0281108	  0.666654
	   761.394	  0.611057	0.000112562	0.000360557	 0.0276056	  0.666654
	    761.67	  0.611651	0.000112529	0.00036107	 0.0271168	  0.666654
	   761.947	  0.612239	0.000112493	0.000361587	 0.0266437	  0.666654
	   762.223	  0.612821	0.000112454	0.000362108	 0.0261856	  0.666655
	     762.5	  0.613397	0.000112412	0.000362632	 0.0257418	  0.666655
	   762.776	  0.613966	0.000112367	0.000363189	 0.0253301	  0.666741
	   763.053	  0.614476	0.000112317	0.000363691	 0.0249164	  0.666763
	   763.329	  0.614967	0.000112254	0.00036415	 0.0245144	  0.666736
	   763.606	  0.615469	0.000112183	0.000364597	 0.0241249	  0.666707
	   763.882	  0.615983	0.000112108	0.000365041	 0.0237474	  0.666688
	   764.159	  0.616502	0.000112031	0.000365481	 0.0233811	  0.666677
	   764.435	  0.617009	0.000110796	0.000366027	 0.0230252	  0.666667
