The 1th Row
	      TIME	    NRiter	    LSiter	       FPR	      FOPR	      FOPT	      FGPR	      FGPT	      FWPR	      FWPT
	       DAY	          	          	      PSIA	   STB/DAY	       STB	  MSCF/DAY	      MSCF	   STB/DAY	       STB
	          	          	          	          	          	          	          	          	          	          
	   2044.25	       291	       859	   4647.68	   10960.1	3.56757e+07	    110947	1.67793e+08	 0.0122076	   9.56971
	   2054.25	       292	       862	   4639.67	   10914.5	3.57849e+07	    110978	1.68903e+08	 0.0122358	   9.69207
	   2064.25	       293	       865	   4631.76	   10869.3	3.58935e+07	    111009	1.70013e+08	 0.0122636	    9.8147
	   2074.25	       294	       868	   4623.84	   10824.3	3.60018e+07	    111042	1.71123e+08	  0.012291	   9.93761
	   2084.25	       295	       871	   4615.93	   10779.5	3.61096e+07	    111075	1.72234e+08	 0.0123182	   10.0608
	   2094.25	       296	       874	   4607.99	   10732.2	3.62169e+07	    111125	1.73345e+08	 0.0123459	   10.1843
	   2104.25	       297	       877	   4600.12	   10687.9	3.63238e+07	    111207	1.74457e+08	 0.0123698	    10.308
	   2114.25	       298	       880	   4592.35	   10647.6	3.64303e+07	    111215	1.75569e+08	 0.0123953	   10.4319
	   2124.25	       299	       883	   4584.56	   10604.7	3.65363e+07	    111228	1.76682e+08	 0.0124219	   10.5561
	   2134.25	       300	       886	   4576.96	   10573.8	3.6642e+07	    111133	1.77793e+08	 0.0124468	   10.6806
	   2144.25	       301	       889	   4569.36	   10539.2	3.67474e+07	    111061	1.78904e+08	 0.0124725	   10.8053
	   2154.25	       302	       892	   4561.77	   10504.2	3.68525e+07	    110995	1.80014e+08	  0.012498	   10.9303
	   2164.25	       303	       895	   4554.22	   10468.8	3.69572e+07	    110937	1.81123e+08	 0.0125233	   11.0555
	   2174.25	       304	       898	    4546.7	   10433.2	3.70615e+07	    110885	1.82232e+08	 0.0125483	    11.181
	   2184.25	       305	       901	   4539.21	   10397.2	3.71655e+07	    110837	1.8334e+08	 0.0125732	   11.3067
	   2194.25	       306	       904	   4531.73	   10360.9	3.72691e+07	    110793	1.84448e+08	 0.0125979	   11.4327
	    2194.5	       307	       906	   4531.54	     10360	3.72717e+07	    110792	1.84476e+08	 0.0125984	   11.4359
	    2195.5	       308	       908	    4530.8	   10356.3	3.7282e+07	    110788	1.84587e+08	 0.0126009	   11.4485
	    2197.5	       309	       910	    4529.3	   10349.1	3.73027e+07	    110779	1.84808e+08	 0.0126058	   11.4737
	    2201.5	       310	       912	   4526.29	   10334.6	3.73441e+07	    110761	1.85251e+08	 0.0126157	   11.5241
	    2209.5	       311	       915	   4520.34	   10305.4	3.74265e+07	    110728	1.86137e+08	 0.0126355	   11.6252
	    2219.5	       312	       918	   4512.95	   10268.7	3.75292e+07	    110690	1.87244e+08	 0.0126599	   11.7518
	    2229.5	       313	       921	   4505.52	     10232	3.76315e+07	    110653	1.8835e+08	 0.0126842	   11.8787
	    2239.5	       314	       924	   4498.08	   10195.1	3.77335e+07	    110615	1.89457e+08	 0.0127086	   12.0058
	    2249.5	       315	       927	   4490.71	   10158.2	3.78351e+07	    110576	1.90562e+08	 0.0127329	   12.1331
	    2259.5	       316	       930	   4483.37	   10121.6	3.79363e+07	    110538	1.91668e+08	 0.0127569	   12.2607
	    2269.5	       317	       933	   4476.06	     10085	3.80371e+07	    110499	1.92773e+08	 0.0127808	   12.3885
	    2279.5	       318	       936	   4468.79	   10048.6	3.81376e+07	    110459	1.93877e+08	 0.0128046	   12.5165
	    2289.5	       319	       939	   4461.53	   10014.4	3.82377e+07	    110405	1.94981e+08	 0.0128276	   12.6448
	    2299.5	       320	       942	   4454.32	   9979.82	3.83375e+07	    110357	1.96085e+08	 0.0128504	   12.7733
	    2309.5	       321	       945	   4447.14	   9945.02	3.8437e+07	    110312	1.97188e+08	 0.0128732	    12.902
	    2319.5	       322	       948	      4440	   9910.05	3.85361e+07	    110268	1.98291e+08	 0.0128958	    13.031
	    2329.5	       323	       951	   4432.87	   9872.83	3.86348e+07	    110266	1.99393e+08	 0.0129176	   13.1602
	    2339.5	       324	       954	   4425.72	   9828.88	3.87331e+07	    110346	2.00497e+08	  0.012939	   13.2895
	    2349.5	       325	       957	   4418.57	    9781.2	3.88309e+07	    110475	2.01602e+08	 0.0129602	   13.4191
	    2359.5	       326	       960	   4411.43	   9730.93	3.89282e+07	    110611	2.02708e+08	 0.0129824	    13.549
	    2369.5	       327	       963	    4404.3	   9679.61	3.9025e+07	    110742	2.03815e+08	 0.0130054	    13.679
	    2379.5	       328	       966	   4397.11	   9627.44	3.91213e+07	    110863	2.04924e+08	 0.0130292	   13.8093
	    2389.5	       329	       969	   4389.92	   9575.25	3.92171e+07	    110975	2.06033e+08	 0.0130534	   13.9399
	    2399.5	       330	       972	   4382.69	    9523.4	3.93123e+07	    111075	2.07144e+08	 0.0130778	   14.0706
	    2409.5	       331	       975	   4375.45	   9472.13	3.9407e+07	    111165	2.08256e+08	 0.0131023	   14.2017
	    2419.5	       332	       978	    4368.2	   9422.18	3.95012e+07	    111241	2.09368e+08	 0.0131265	   14.3329
	    2429.5	       333	       981	   4360.91	   9373.69	3.9595e+07	    111307	2.10481e+08	 0.0131503	   14.4644
	    2439.5	       334	       984	   4353.59	   9325.98	3.96882e+07	    111364	2.11595e+08	 0.0131739	   14.5962
	    2449.5	       335	       987	   4346.32	   9281.37	3.9781e+07	    111430	2.12709e+08	 0.0131952	   14.7281
	    2459.5	       336	       990	   4339.16	   9236.96	3.98734e+07	    111478	2.13824e+08	 0.0132172	   14.8603
	    2469.5	       337	       993	   4332.03	   9193.43	3.99653e+07	    111500	2.14939e+08	 0.0132398	   14.9927
	    2479.5	       338	       996	   4324.91	   9150.86	4.00569e+07	    111495	2.16054e+08	  0.013263	   15.1253
	    2489.5	       339	       999	   4317.83	   9110.08	4.0148e+07	    111470	2.17169e+08	  0.013286	   15.2582
	    2499.5	       340	      1002	   4310.71	   9070.75	4.02387e+07	    111430	2.18283e+08	 0.0133088	   15.3913
	    2509.5	       341	      1005	    4303.6	   9032.65	4.0329e+07	    111378	2.19397e+08	 0.0133314	   15.5246
	    2519.5	       342	      1008	   4296.52	   8995.58	4.04189e+07	    111317	2.2051e+08	 0.0133536	   15.6581
	    2529.5	       343	      1011	   4289.46	   8959.38	4.05085e+07	    111251	2.21622e+08	 0.0133755	   15.7919
	    2539.5	       344	      1014	   4282.47	   8925.12	4.05978e+07	    111189	2.22734e+08	  0.013396	   15.9258
	    2549.5	       345	      1017	   4275.63	   8891.42	4.06867e+07	    111125	2.23846e+08	 0.0134163	     16.06
	    2559.5	       346	      1020	   4268.85	   8858.05	4.07753e+07	    111061	2.24956e+08	 0.0134362	   16.1944
	   2559.75	       347	      1022	   4268.67	   8857.21	4.07775e+07	    111059	2.24984e+08	 0.0134366	   16.1977
	   2560.75	       348	      1024	      4268	    8853.9	4.07864e+07	    111052	2.25095e+08	 0.0134386	   16.2112
	   2562.75	       349	      1026	   4266.64	    8847.3	4.0804e+07	    111039	2.25317e+08	 0.0134426	    16.238
	   2566.75	       350	      1028	   4263.92	   8834.09	4.08394e+07	    111011	2.25761e+08	 0.0134506	   16.2918
	   2574.75	       351	      1031	   4258.55	   8807.54	4.09098e+07	    110953	2.26649e+08	 0.0134667	   16.3996
	   2584.75	       352	      1034	   4251.87	   8774.52	4.09976e+07	    110878	2.27758e+08	 0.0134867	   16.5344
	   2594.75	       353	      1037	   4245.24	   8741.71	4.1085e+07	    110803	2.28866e+08	 0.0135064	   16.6695
	   2604.75	       354	      1040	   4238.65	   8709.06	4.11721e+07	    110729	2.29973e+08	 0.0135259	   16.8048
	   2614.75	       355	      1043	    4232.1	   8676.49	4.12589e+07	    110658	2.31079e+08	 0.0135451	   16.9402
	   2624.75	       356	      1046	   4225.59	   8643.96	4.13453e+07	    110589	2.32185e+08	 0.0135641	   17.0759
	   2634.75	       357	      1049	   4219.12	   8611.46	4.14314e+07	    110522	2.33291e+08	 0.0135828	   17.2117
	   2644.75	       358	      1052	   4212.75	   8580.02	4.15172e+07	    110465	2.34395e+08	 0.0136005	   17.3477
	   2654.75	       359	      1055	   4206.51	   8549.01	4.16027e+07	    110415	2.35499e+08	 0.0136176	   17.4839
	   2664.75	       360	      1058	   4200.38	   8517.95	4.16879e+07	    110375	2.36603e+08	 0.0136342	   17.6202
	   2674.75	       361	      1061	   4194.31	   8486.21	4.17727e+07	    110340	2.37707e+08	 0.0136509	   17.7567
	   2684.75	       362	      1064	    4188.3	   8454.73	4.18573e+07	    110308	2.3881e+08	 0.0136672	   17.8934
	   2694.75	       363	      1067	   4182.37	   8423.25	4.19415e+07	    110280	2.39912e+08	 0.0136832	   18.0302
	   2704.75	       364	      1070	   4176.45	    8391.4	4.20254e+07	    110255	2.41015e+08	 0.0136992	   18.1672
	   2714.75	       365	      1073	   4170.65	   8360.01	4.2109e+07	    110241	2.42117e+08	 0.0137145	   18.3044
	   2724.75	       366	      1076	   4164.85	   8327.71	4.21923e+07	    110231	2.4322e+08	 0.0137299	   18.4417
	   2734.75	       367	      1079	   4159.07	   8294.81	4.22753e+07	    110222	2.44322e+08	 0.0137455	   18.5791
	   2744.75	       368	      1082	   4153.33	    8261.6	4.23579e+07	    110212	2.45424e+08	 0.0137612	   18.7167
	   2754.75	       369	      1085	   4147.58	    8228.2	4.24402e+07	    110200	2.46526e+08	 0.0137769	   18.8545
	   2764.75	       370	      1088	   4141.91	   8195.97	4.25221e+07	    110193	2.47628e+08	 0.0137918	   18.9924
	   2774.75	       371	      1091	   4136.32	   8163.93	4.26038e+07	    110191	2.4873e+08	 0.0138064	   19.1305
	   2784.75	       372	      1094	   4130.76	   8132.19	4.26851e+07	    110194	2.49832e+08	 0.0138205	   19.2687
	   2794.75	       374	      1100	   4125.31	   8098.13	4.27661e+07	    110293	2.50935e+08	 0.0138319	    19.407
	   2804.75	       375	      1103	   4119.83	   8059.27	4.28467e+07	    110401	2.52039e+08	  0.013845	   19.5454
	   2814.75	       377	      1109	   4114.53	    8020.2	4.29269e+07	    110508	2.53144e+08	 0.0138583	    19.684
	   2824.75	       378	      1112	   4109.16	   7980.78	4.30067e+07	    110608	2.5425e+08	 0.0138718	   19.8227
	   2834.75	       379	      1115	   4103.78	   7941.35	4.30861e+07	    110697	2.55357e+08	 0.0138856	   19.9616
	   2844.75	       381	      1121	   4098.55	   7902.84	4.31651e+07	    110778	2.56465e+08	 0.0138994	   20.1006
	   2854.75	       382	      1124	   4093.27	   7864.71	4.32438e+07	    110850	2.57573e+08	 0.0139132	   20.2397
	   2864.75	       383	      1127	   4088.05	   7827.33	4.3322e+07	    110913	2.58682e+08	 0.0139269	    20.379
	   2874.75	       385	      1133	   4082.93	   7790.87	4.33999e+07	    110969	2.59792e+08	 0.0139404	   20.5184
	   2884.75	       386	      1136	   4077.79	   7755.08	4.34775e+07	    111019	2.60902e+08	 0.0139537	   20.6579
	   2894.75	       388	      1142	   4072.78	   7720.35	4.35547e+07	    111064	2.62013e+08	 0.0139667	   20.7976
	   2904.75	       389	      1145	   4067.74	   7686.25	4.36316e+07	    111105	2.63124e+08	 0.0139794	   20.9374
	   2914.75	       390	      1148	    4062.7	    7652.7	4.37081e+07	    111142	2.64235e+08	 0.0139921	   21.0773
	   2924.75	       392	      1154	   4057.94	   7620.44	4.37843e+07	    111178	2.65347e+08	 0.0140041	   21.2174
	      2925	       393	      1156	   4057.82	   7619.64	4.37862e+07	    111179	2.65375e+08	 0.0140044	   21.2209
	      2926	       394	      1158	   4057.34	   7616.43	4.37938e+07	    111182	2.65486e+08	 0.0140056	   21.2349
	      2928	       395	      1160	   4056.36	   7610.05	4.3809e+07	    111189	2.65708e+08	  0.014008	   21.2629
	      2932	       396	      1163	   4054.44	   7597.41	4.38394e+07	    111203	2.66153e+08	 0.0140127	   21.3189
	      2940	       397	      1166	   4050.61	   7572.48	  4.39e+07	    111232	2.67043e+08	 0.0140218	   21.4311
	      2950	       398	      1169	   4045.84	   7541.74	4.39754e+07	    111266	2.68156e+08	 0.0140331	   21.5714
	      2960	       400	      1175	   4041.25	   7511.69	4.40505e+07	    111301	2.69269e+08	  0.014044	   21.7119
	      2970	       401	      1178	   4036.58	   7481.95	4.41254e+07	    111336	2.70382e+08	 0.0140547	   21.8524
	      2980	       403	      1184	   4032.05	   7452.66	4.41999e+07	    111371	2.71496e+08	 0.0140652	   21.9931
	      2990	       404	      1187	   4027.52	   7423.72	4.42741e+07	    111406	2.7261e+08	 0.0140755	   22.1338
	      3000	       405	      1190	   4023.09	   7395.17	4.43481e+07	    111441	2.73724e+08	 0.0140855	   22.2747
	      3010	       407	      1196	    4018.8	   7367.14	4.44217e+07	    111478	2.74839e+08	 0.0140953	   22.4156
	      3020	       408	      1199	   4014.52	   7339.52	4.44951e+07	    111518	2.75954e+08	 0.0141047	   22.5567
	      3030	       410	      1205	   4010.37	   7312.27	4.45683e+07	    111560	2.7707e+08	 0.0141138	   22.6978
	      3040	       411	      1208	   4006.17	   7285.22	4.46411e+07	    111605	2.78186e+08	 0.0141228	   22.8391
	      3050	       412	      1211	   4002.05	   7258.39	4.47137e+07	    111651	2.79302e+08	 0.0141315	   22.9804
	      3060	       414	      1217	   3998.12	   7232.04	4.4786e+07	    111699	2.80419e+08	   0.01414	   23.1218
	      3070	       415	      1220	   3994.16	   7206.03	4.48581e+07	    111750	2.81537e+08	 0.0141482	   23.2633
	      3080	       416	      1223	    3990.3	   7180.33	4.49299e+07	    111804	2.82655e+08	 0.0141561	   23.4048
	      3090	       417	      1226	   3986.56	   7154.98	4.50014e+07	    111861	2.83774e+08	 0.0141638	   23.5465
	      3100	       419	      1232	   3982.93	   7130.01	4.50727e+07	    111922	2.84893e+08	 0.0141712	   23.6882
	      3110	       420	      1235	   3979.26	   7105.31	4.51438e+07	    111986	2.86013e+08	 0.0141782	   23.8299
	      3120	       421	      1238	   3975.78	   7080.94	4.52146e+07	    112054	2.87133e+08	 0.0141851	   23.9718
	      3130	       422	      1241	    3972.3	   7056.84	4.52852e+07	    112124	2.88254e+08	 0.0141917	   24.1137
	      3140	       423	      1245	   3968.99	   7033.08	4.53555e+07	    112198	2.89376e+08	 0.0141981	   24.2557
	      3150	       424	      1249	   3965.58	   7009.59	4.54256e+07	    112275	2.90499e+08	 0.0142042	   24.3977
	      3160	       425	      1253	   3962.24	   6986.33	4.54955e+07	    112354	2.91623e+08	 0.0142102	   24.5398
	      3170	       427	      1261	   3959.08	   6963.36	4.55651e+07	    112436	2.92747e+08	 0.0142159	    24.682
	      3180	       428	      1265	    3955.8	   6940.61	4.56345e+07	    112519	2.93872e+08	 0.0142215	   24.8242
	      3190	       429	      1269	   3952.65	   6918.05	4.57037e+07	    112603	2.94998e+08	  0.014227	   24.9665
	      3200	       430	      1273	   3949.48	    6895.7	4.57726e+07	    112688	2.96125e+08	 0.0142323	   25.1088
	      3210	       431	      1277	   3946.34	   6874.05	4.58414e+07	    112781	2.97253e+08	 0.0142372	   25.2512
	      3220	       432	      1281	   3943.23	   6852.32	4.59099e+07	    112878	2.98382e+08	 0.0142419	   25.3936
	      3230	       433	      1285	   3940.06	   6830.42	4.59782e+07	    112978	2.99512e+08	 0.0142466	   25.5361
	      3240	       434	      1289	   3937.03	   6808.53	4.60463e+07	    113079	3.00642e+08	 0.0142512	   25.6786
	      3250	       435	      1293	   3933.96	   6786.69	4.61141e+07	    113181	3.01774e+08	 0.0142557	   25.8211
	      3260	       436	      1297	   3930.88	   6764.89	4.61818e+07	    113284	3.02907e+08	 0.0142603	   25.9637
	      3270	       437	      1301	   3927.82	   6743.15	4.62492e+07	    113386	3.04041e+08	 0.0142648	   26.1064
	      3280	       438	      1305	   3924.82	   6721.53	4.63164e+07	    113487	3.05176e+08	 0.0142692	   26.2491
	      3290	       439	      1309	   3921.79	   6700.06	4.63834e+07	    113588	3.06312e+08	 0.0142736	   26.3918
	   3290.25	       440	      1311	   3921.72	   6699.52	4.63851e+07	    113591	3.0634e+08	 0.0142737	   26.3954
	   3291.25	       441	      1314	   3921.41	   6697.37	4.63918e+07	    113601	3.06454e+08	 0.0142742	   26.4097
	   3293.25	       442	      1316	   3920.81	   6693.08	4.64052e+07	    113621	3.06681e+08	 0.0142751	   26.4382
	   3297.25	       443	      1319	    3919.6	   6684.52	4.64319e+07	    113661	3.07135e+08	 0.0142768	   26.4953
	   3305.25	       444	      1322	   3917.19	   6667.48	4.64853e+07	    113741	3.08045e+08	 0.0142803	   26.6096
	   3315.25	       445	      1326	   3914.19	   6646.32	4.65517e+07	    113839	3.09184e+08	 0.0142846	   26.7524
	   3325.25	       446	      1329	   3911.22	   6625.27	4.6618e+07	    113936	3.10323e+08	 0.0142889	   26.8953
	   3335.25	       447	      1332	   3908.25	    6604.4	4.6684e+07	    114032	3.11463e+08	 0.0142932	   27.0382
	   3345.25	       448	      1336	   3905.25	    6583.7	4.67499e+07	    114126	3.12605e+08	 0.0142974	   27.1812
	   3355.25	       449	      1339	   3902.26	   6563.18	4.68155e+07	    114220	3.13747e+08	 0.0143016	   27.3242
	   3365.25	       450	      1342	   3899.33	   6542.85	4.68809e+07	    114312	3.1489e+08	 0.0143058	   27.4673
	   3375.25	       451	      1345	    3896.4	   6522.72	4.69462e+07	    114403	3.16034e+08	 0.0143099	   27.6104
	   3385.25	       452	      1348	   3893.47	   6502.76	4.70112e+07	    114493	3.17179e+08	 0.0143139	   27.7535
	   3395.25	       453	      1351	   3890.56	      6483	4.7076e+07	    114583	3.18325e+08	 0.0143179	   27.8967
	   3405.25	       454	      1354	   3887.63	    6463.4	4.71407e+07	    114671	3.19472e+08	 0.0143219	   28.0399
	   3415.25	       455	      1357	   3884.69	   6443.95	4.72051e+07	    114758	3.20619e+08	 0.0143258	   28.1832
	   3425.25	       456	      1360	   3881.75	   6424.63	4.72693e+07	    114844	3.21768e+08	 0.0143297	   28.3265
	   3435.25	       457	      1363	   3878.82	   6405.45	4.73334e+07	    114928	3.22917e+08	 0.0143336	   28.4698
	   3445.25	       458	      1366	   3875.91	   6386.43	4.73973e+07	    115012	3.24067e+08	 0.0143375	   28.6132
	   3455.25	       459	      1369	      3873	    6367.6	4.74609e+07	    115094	3.25218e+08	 0.0143413	   28.7566
	   3465.25	       460	      1372	    3870.1	   6349.16	4.75244e+07	    115179	3.2637e+08	 0.0143449	      28.9
	   3475.25	       461	      1375	   3867.19	   6330.85	4.75877e+07	    115264	3.27522e+08	 0.0143484	   29.0435
	   3485.25	       462	      1378	   3864.32	   6312.64	4.76509e+07	    115349	3.28676e+08	 0.0143519	    29.187
	   3495.25	       463	      1381	   3861.46	   6294.54	4.77138e+07	    115435	3.2983e+08	 0.0143553	   29.3306
	   3505.25	       464	      1384	   3858.58	    6276.5	4.77766e+07	    115521	3.30985e+08	 0.0143587	   29.4742
	   3515.25	       465	      1387	   3855.69	   6258.54	4.78392e+07	    115607	3.32141e+08	  0.014362	   29.6178
	   3525.25	       466	      1390	   3852.79	   6240.65	4.79016e+07	    115693	3.33298e+08	 0.0143653	   29.7614
	   3535.25	       467	      1393	   3849.88	   6222.75	4.79638e+07	    115778	3.34456e+08	 0.0143687	   29.9051
	   3545.25	       468	      1396	   3846.96	   6204.89	4.80258e+07	    115862	3.35615e+08	  0.014372	   30.0489
	   3555.25	       469	      1399	   3844.08	   6187.05	4.80877e+07	    115945	3.36774e+08	 0.0143754	   30.1926
	   3565.25	       470	      1402	   3841.18	   6170.26	4.81494e+07	    115989	3.37934e+08	 0.0143794	   30.3364
	   3575.25	       471	      1405	   3838.32	   6154.96	4.8211e+07	    116026	3.39094e+08	 0.0143832	   30.4802
	   3585.25	       472	      1408	   3835.45	   6140.26	4.82724e+07	    116062	3.40255e+08	 0.0143868	   30.6241
	   3595.25	       473	      1411	   3832.57	   6125.79	4.83336e+07	    116097	3.41416e+08	 0.0143903	    30.768
	   3605.25	       474	      1414	    3829.7	   6111.44	4.83947e+07	    116132	3.42577e+08	 0.0143938	   30.9119
	   3615.25	       475	      1417	   3826.84	   6097.14	4.84557e+07	    116167	3.43739e+08	 0.0143972	   31.0559
	   3625.25	       476	      1420	      3824	    6082.7	4.85165e+07	    116201	3.44901e+08	 0.0144008	   31.1999
	   3635.25	       477	      1423	   3821.17	   6068.38	4.85772e+07	    116233	3.46063e+08	 0.0144043	    31.344
	   3645.25	       478	      1426	   3818.34	   6054.11	4.86378e+07	    116265	3.47226e+08	 0.0144077	    31.488
	   3655.25	       479	      1429	    3815.5	      6040	4.86982e+07	    116298	3.48389e+08	 0.0144111	   31.6322
	    3655.5	       480	      1430	   3815.43	   6039.65	4.86997e+07	    116299	3.48418e+08	 0.0144112	   31.6358
The 2th Row
	      TIME	      FGIR	      FGIT	      FWIR	      FWIT	      WBHP	      WBHP	       BPR	       BPR
	       DAY	  MSCF/DAY	      MSCF	   STB/DAY	       STB	      PSIA	      PSIA	      PSIA	      PSIA
	          	          	          	          	          	     INJE1	     PROD1	   (1,1,1)	 (10,10,3)
	         1	   99991.6	   99991.6	         0	         0	   8412.85	   2924.06	   5303.99	   4582.39
	         2	    100032	    200024	         0	         0	    8383.8	   2798.19	   5575.27	   4450.42
	   3.07726	   99954.6	    307701	         0	         0	   8375.27	   2706.77	   5765.21	   4354.54
	         4	   98391.8	    398491	         0	         0	   8081.95	   2647.57	   5811.01	   4292.44
	         5	   99308.5	    497800	         0	         0	   7959.97	   2597.13	   5851.75	   4239.51
	         7	    101026	    699851	         0	         0	   7824.27	   2524.41	   5921.89	   4163.22
	        11	    100093	1.10022e+06	         0	         0	   7529.73	   2431.28	   6041.54	   4065.47
	        13	    100045	1.30031e+06	         0	         0	   7446.66	   2392.08	   6093.29	   4024.31
	        14	     99653	1.39997e+06	         0	         0	   7388.21	   2375.02	   6109.79	    4006.4
	        16	     99386	1.59874e+06	         0	         0	   7321.34	   2363.26	   6137.57	   3998.05
	        20	    100004	1.99875e+06	         0	         0	   7258.21	   2331.12	   6181.69	   3970.88
	        28	   99968.7	2.7985e+06	         0	         0	    7130.2	   2279.72	    6199.7	    3927.5
	        38	    100000	3.7985e+06	         0	         0	   6991.92	   2239.55	   6214.04	   3893.76
	        42	   99634.2	4.19704e+06	         0	         0	   6942.39	   2225.08	   6211.99	   3882.68
	        43	   99988.6	4.29703e+06	         0	         0	   6934.72	   2221.62	   6211.47	   3880.02
	        45	   99934.1	4.4969e+06	         0	         0	   6916.01	   2215.25	   6211.26	   3875.09
	        49	   99783.8	4.89603e+06	         0	         0	   6887.06	   2205.97	   6214.03	   3867.86
	        50	    100016	4.99605e+06	         0	         0	   6881.89	    2203.8	   6214.64	   3866.16
	        51	   99989.7	5.09604e+06	         0	         0	   6875.17	   2201.77	      6215	   3864.58
	        53	   99954.4	5.29595e+06	         0	         0	   6862.74	   2198.49	   6215.58	      3862
	        57	   99874.2	5.69544e+06	         0	         0	   6844.13	   2194.88	   6219.59	   3859.11
	        65	   99999.8	6.49544e+06	         0	         0	   6811.19	   2198.28	   6221.34	   3861.68
	        75	   99993.6	7.49538e+06	         0	         0	   6755.54	   2215.69	   6200.36	    3875.4
	        85	   99986.2	8.49524e+06	         0	         0	   6719.22	    2242.3	      6189	   3896.78
	        95	    100000	9.49524e+06	         0	         0	   6696.12	   2271.96	   6185.55	   3921.65
	       105	   99999.6	1.04952e+07	         0	         0	   6681.26	   2302.97	   6186.73	   3948.07
	       115	   99999.9	1.14952e+07	         0	         0	   6672.46	   2335.59	   6191.08	   3975.79
	       125	   99999.6	1.24952e+07	         0	         0	   6670.41	   2369.67	   6199.85	   4004.66
	       135	   99997.5	1.34952e+07	         0	         0	   6667.12	   2419.53	   6210.73	   4052.34
	       145	    100000	1.44952e+07	         0	         0	   6665.17	   2463.01	   6223.66	   4095.41
	       155	   99999.7	1.54952e+07	         0	         0	   6666.47	   2501.52	    6238.2	   4133.56
	       165	   99999.8	1.64952e+07	         0	         0	   6667.83	    2539.5	   6251.53	   4171.17
	       175	    100000	1.74952e+07	         0	         0	   6661.38	   2576.92	   6256.14	   4208.23
	   182.625	   99975.6	1.82575e+07	         0	         0	   6659.69	   2606.32	   6261.98	   4237.35
	   183.625	   99981.4	1.83575e+07	         0	         0	   6659.19	   2609.87	   6262.66	   4240.86
	   185.625	   99995.8	1.85575e+07	         0	         0	   6659.08	    2617.2	   6264.33	   4248.11
	   189.625	    100001	1.89575e+07	         0	         0	   6659.28	   2631.97	   6268.05	   4262.75
	   197.625	   99970.9	1.97573e+07	         0	         0	   6661.35	   2661.72	   6276.84	    4292.2
	   207.625	   99958.5	2.07568e+07	         0	         0	   6666.48	   2695.77	   6289.68	    4325.9
	   217.625	    100000	2.17568e+07	         0	         0	   6672.26	   2731.25	   6302.51	   4361.02
	   227.625	   99979.2	2.27566e+07	         0	         0	   6680.73	   2766.39	   6317.59	   4395.79
	   237.625	    100006	2.37567e+07	         0	         0	   6686.82	   2800.44	   6329.82	   4429.48
	   247.625	   99977.8	2.47565e+07	         0	         0	   6695.13	    2833.2	   6343.82	   4461.89
	   257.625	    100000	2.57565e+07	         0	         0	   6705.87	   2866.54	   6359.69	   4494.87
	   267.625	    100001	2.67565e+07	         0	         0	   6718.13	   2900.17	   6376.82	   4528.12
	   277.625	   99999.3	2.77565e+07	         0	         0	   6731.04	   2926.53	   6394.31	   4557.96
	   287.625	   99986.8	2.87563e+07	         0	         0	   6745.16	   2954.54	   6412.72	   4589.45
	   297.625	    100000	2.97563e+07	         0	         0	   6759.32	   2983.28	   6430.87	   4621.34
	   307.625	     99989	3.07562e+07	         0	         0	   6774.55	   3012.61	   6449.87	   4653.56
	   317.625	   99999.6	3.17562e+07	         0	         0	   6790.72	   3043.14	   6469.53	   4686.76
	   327.625	   99999.6	3.27562e+07	         0	         0	   6807.35	   3072.84	   6488.83	   4718.85
	   337.625	    100003	3.37563e+07	         0	         0	   6825.58	   3102.42	   6509.06	   4750.62
	   347.625	    100000	3.47563e+07	         0	         0	   6843.62	   3131.52	   6529.09	    4781.7
	   357.625	    100000	3.57563e+07	         0	         0	   6862.55	   3160.77	   6549.87	   4812.78
	    365.25	   99999.9	3.65188e+07	         0	         0	   6876.51	   3183.45	   6565.43	   4836.89
	    366.25	     99989	3.66187e+07	         0	         0	   6877.65	   3186.39	    6567.3	   4840.02
	    368.25	    100001	3.68187e+07	         0	         0	   6881.43	   3192.32	   6571.32	   4846.31
	    372.25	   99997.8	3.72187e+07	         0	         0	   6889.08	   3204.36	   6579.53	   4859.05
	    380.25	    100001	3.80187e+07	         0	         0	   6904.89	   3229.62	   6596.38	    4885.7
	    390.25	   99999.6	3.90187e+07	         0	         0	    6924.8	   3260.04	   6617.79	    4917.7
	    400.25	   99999.9	4.00187e+07	         0	         0	   6939.01	   3288.02	   6633.78	   4947.04
	    410.25	   99996.5	4.10187e+07	         0	         0	   6955.65	   3315.71	   6651.86	   4975.99
	    420.25	   99998.8	4.20187e+07	         0	         0	   6973.55	   3340.47	   6671.19	   5001.86
	    430.25	    100000	4.30187e+07	         0	         0	   6991.83	    3369.9	   6690.87	   5032.67
	    440.25	    100000	4.40187e+07	         0	         0	   7010.63	   3401.57	   6711.02	   5065.91
	    450.25	   99998.6	4.50187e+07	         0	         0	   7027.19	   3426.66	   6728.98	   5092.29
	    460.25	   99999.8	4.60187e+07	         0	         0	   7044.06	   3452.33	   6747.12	   5119.38
	    470.25	   99999.9	4.70187e+07	         0	         0	   7061.32	    3480.2	   6765.59	   5148.86
	    480.25	   99999.9	4.80187e+07	         0	         0	   7079.02	    3510.1	   6784.46	   5180.56
	    490.25	   99999.9	4.90187e+07	         0	         0	   7096.46	   3537.35	   6803.07	   5209.54
	    500.25	   99998.7	5.00187e+07	         0	         0	   7114.17	   3564.13	   6821.88	   5238.09
