	      Time	        dt	     dPmax	     dVmax	     dSmax	     dNmax	      CFL
	      Days	      Days	      Psia	          	          	          	        

	   3515.25	        10	   3.11685	1.34566e-06	0.00214679	 0.0031233	         0
	   3525.25	        10	   3.30718	1.38423e-06	0.00215061	 0.0031402	         0
	   3535.25	        10	   3.35889	5.62284e-06	0.00215522	0.00315827	         0
	   3545.25	        10	   3.22236	6.59186e-05	0.00215603	0.00317045	         0
	   3555.25	        10	   3.16189	1.4702e-06	0.00220047	 0.0031808	         0
	   3565.25	        10	   3.34195	0.000201019	 0.0022394	0.00318628	         0
	   3575.25	        10	    3.1989	1.49311e-06	0.00228077	0.00320762	         0
	   3585.25	        10	    3.1658	1.53657e-06	0.00232259	0.00325831	         0
	   3595.25	        10	   3.15409	1.5665e-06	0.00236308	0.00328739	         0
	   3605.25	        10	   3.14661	0.000199523	0.00240274	0.00331129	         0
	   3615.25	        10	   3.14944	0.000249944	0.00244312	0.00333268	         0
	   3625.25	        10	   3.14833	0.000106582	0.00247162	0.00334922	         0
	   3635.25	        10	   3.13757	1.61034e-06	0.00250084	0.00335985	         0
	   3645.25	        10	   3.13534	1.62585e-06	0.00252207	0.00336152	         0
	   3655.25	        10	   3.13793	1.63961e-06	0.00254311	0.00335964	         0
	    3655.5	      0.25	 0.0768343	8.8772e-10	6.22492e-05	8.41809e-05	         0
