==================================================
DX : feet


(*,  1,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


(*,  1,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


(*,  1,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


DY : feet


(*,  1,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  1)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


(*,  1,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  2)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


(*,  1,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  2,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  3,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  4,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  5,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  6,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  7,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  8,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*,  9,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000
(*, 10,  3)  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000  1000.00000


DZ : feet


(*,  1,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  2,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  3,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  4,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  5,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  6,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  7,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  8,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*,  9,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000
(*, 10,  1)    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000    20.00000


(*,  1,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  2,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  3,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  4,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  5,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  6,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  7,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  8,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*,  9,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000
(*, 10,  2)    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000    30.00000


(*,  1,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  2,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  3,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  4,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  5,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  6,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  7,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  8,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*,  9,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000
(*, 10,  3)    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000    50.00000


Depth : feet


(*,  1,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  2,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  3,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  4,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  5,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  6,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  7,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  8,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*,  9,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0
(*, 10,  1)      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0      8335.0


(*,  1,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  2,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  3,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  4,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  5,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  6,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  7,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  8,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*,  9,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0
(*, 10,  2)      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0      8360.0


(*,  1,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  2,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  3,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  4,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  5,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  6,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
(*,  7,  3)      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0      8400.0
