PRESSURE : psia                   0.000  DAYS

4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   
4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   4784.252   

4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   
4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   4790.457   

4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   
4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   4800.387   

PRESSURE : psia                   1.000  DAYS

5103.788   4849.095   4796.909   4786.660   4784.704   4784.336   4784.268   4784.255   4784.252   4784.252   
4849.095   4805.214   4789.534   4785.442   4784.504   4784.304   4784.262   4784.254   4784.252   4784.252   
4796.909   4789.534   4785.878   4784.681   4784.355   4784.275   4784.257   4784.252   4784.251   4784.250   
4786.660   4785.442   4784.681   4784.381   4784.287   4784.260   4784.252   4784.249   4784.244   4784.240   
4784.704   4784.504   4784.355   4784.287   4784.262   4784.253   4784.246   4784.235   4784.214   4784.190   
